site,spp_1,species,count,day,month,season,year,time,sunrise,sunset,m_60
Portglenone,Squirrel,Grey squirrel,1,16,4,spring,2015,08:48:00,05:22,19:31,3.42
Favour Royal,Squirrel,Red squirrel,1,19,4,spring,2015,08:48:37,05:15,19:37,3.55
Oxford island,Squirrel,Grey squirrel,1,4,4,spring,2015,08:49:00,05:52,19:08,2.93
Favour Royal,Squirrel,Red squirrel,1,22,4,spring,2015,08:49:50,05:08,19:43,3.68
Favour Royal,Squirrel,Red squirrel,1,20,4,spring,2015,08:51:00,05:13,19:39,3.62
Ballinarees,Squirrel,Grey squirrel,1,13,4,spring,2015,08:55:00,05:29,19:25,3.42
Alderwood ,Squirrel,Red squirrel,1,21,4,spring,2015,08:55:50,05:10,19:41,3.73
Slantry,Squirrel,Grey squirrel,1,8,4,spring,2015,08:56:00,05:42,19:16,3.22
Aghavoory,Squirrel,Red squirrel,1,15,4,spring,2015,08:57:00,05:25,19:29,3.52
Aghavoory,Squirrel,Red squirrel,1,22,4,spring,2015,08:59:00,05:08,19:43,3.83
Favour Royal,Squirrel,Red squirrel,1,20,4,spring,2015,09:00:19,05:13,19:39,3.78
Favour Royal,Squirrel,Red squirrel,1,19,4,spring,2015,09:00:27,05:15,19:37,3.73
Aghavoory,Squirrel,Red squirrel,1,21,4,spring,2015,09:01:00,05:10,19:41,3.83
Oxford island,Squirrel,Grey squirrel,1,5,4,spring,2015,09:01:00,05:49,19:10,3.18
Oxford island,Rabbit,Rabbit,1,5,4,spring,2015,09:01:00,05:49,19:10,3.18
Portglenone,Squirrel,Grey squirrel,1,19,4,spring,2015,09:02:00,05:15,19:37,3.77
Aghavoory,Squirrel,Red squirrel,1,15,4,spring,2015,09:02:00,05:25,19:29,3.6
Alderwood ,Squirrel,Red squirrel,1,20,4,spring,2015,09:02:18,05:13,19:39,3.82
Aghavoory,Squirrel,Red squirrel,1,20,4,spring,2015,09:03:00,05:13,19:39,3.82
Ballinarees,Squirrel,Grey squirrel,1,13,4,spring,2015,09:03:00,05:29,19:25,3.55
Tassagh,Squirrel,Grey squirrel,1,18,4,spring,2015,09:04:34,05:17,19:35,3.77
Alderwood ,Squirrel,Red squirrel,1,17,4,spring,2015,09:04:50,05:20,19:33,3.73
Gortnamoyagh 2,Squirrel,Grey squirrel,1,17,4,spring,2015,09:06:00,05:20,19:33,3.75
Slantry,Squirrel,Grey squirrel,1,5,4,spring,2015,09:06:00,05:49,19:10,3.27
seskinore,Squirrel,Grey squirrel,1,23,4,spring,2015,09:07:00,05:06,19:44,4
Portglenone,Squirrel,Grey squirrel,1,22,4,spring,2015,09:07:00,05:08,19:43,3.97
seskinore,Squirrel,Grey squirrel,1,18,4,spring,2015,09:07:00,05:17,19:35,3.82
Gortnamoyagh 2,Squirrel,Grey squirrel,1,15,4,spring,2015,09:08:00,05:25,19:29,3.7
Portglenone,Squirrel,Grey squirrel,1,20,4,spring,2015,09:09:00,05:13,19:39,3.92
Portglenone,Squirrel,Grey squirrel,1,17,4,spring,2015,09:10:00,05:20,19:33,3.82
Portglenone,Squirrel,Grey squirrel,1,15,4,spring,2015,09:10:00,05:25,19:29,3.73
Aghavoory,Squirrel,Red squirrel,1,17,4,spring,2015,09:11:00,05:20,19:33,3.83
Aghavoory,Squirrel,Red squirrel,1,18,4,spring,2015,09:13:00,05:17,19:35,3.92
Oxford island,Squirrel,Grey squirrel,1,6,4,spring,2015,09:13:00,05:47,19:12,3.42
Portglenone,Squirrel,Grey squirrel,1,18,4,spring,2015,09:15:00,05:17,19:35,3.95
Gortnamoyagh 2,Squirrel,Grey squirrel,1,19,4,spring,2015,09:16:00,05:15,19:37,4
Slantry,Squirrel,Grey squirrel,1,8,4,spring,2015,09:16:00,05:42,19:16,3.55
Garrison Glebe,Squirrel,Red squirrel,1,5,4,spring,2015,09:16:00,05:49,19:10,3.43
Oxford island,Squirrel,Grey squirrel,1,4,4,spring,2015,09:16:00,05:52,19:08,3.38
seskinore,Squirrel,Grey squirrel,1,17,4,spring,2015,09:18:00,05:20,19:33,3.95
Oxford island,Squirrel,Grey squirrel,1,7,4,spring,2015,09:18:00,05:44,19:14,3.55
Aghavoory,Squirrel,Red squirrel,1,23,4,spring,2015,09:21:00,05:06,19:44,4.23
Aghavoory,Squirrel,Red squirrel,1,22,4,spring,2015,09:21:00,05:08,19:43,4.2
Drumbanagher,Squirrel,Grey squirrel,1,20,4,spring,2015,09:22:00,05:13,19:39,4.13
Gortnamoyagh 2,Squirrel,Grey squirrel,1,21,4,spring,2015,09:23:00,05:10,19:41,4.2
Dromantine,Squirrel,Grey squirrel,1,20,4,spring,2015,09:23:00,05:13,19:39,4.15
Alderwood ,Squirrel,Red squirrel,1,18,4,spring,2015,09:24:47,05:17,19:35,4.1
Old Mountjoy,Squirrel,Grey squirrel,1,5,4,spring,2015,09:25:00,05:49,19:10,3.58
seskinore,Squirrel,Grey squirrel,1,20,4,spring,2015,09:26:00,05:13,19:39,4.2
St Patricks well ,Hare,Irish hare,1,18,4,spring,2015,09:27:00,05:17,19:35,4.15
Knockmany,Squirrel,Red squirrel,1,5,4,spring,2015,09:27:00,05:49,19:10,3.62
seskinore,Squirrel,Grey squirrel,1,25,4,spring,2015,09:28:00,05:01,19:48,4.43
Edenegan,Marten,Pine marten,1,30,4,spring,2015,09:29:46,04:50,19:58,4.65
Ballinarees,Squirrel,Grey squirrel,1,20,4,spring,2015,09:30:00,05:13,19:39,4.27
Gortnamoyagh 2,Squirrel,Grey squirrel,1,12,4,spring,2015,09:31:00,05:32,19:23,3.97
seskinore,Squirrel,Grey squirrel,1,22,4,spring,2015,09:36:00,05:08,19:43,4.45
Fews 1,Marten,Pine marten,1,17,4,spring,2015,09:45:42,05:20,19:33,4.42
Oxford island,Squirrel,Grey squirrel,1,8,4,spring,2015,09:46:00,05:42,19:16,4.05
Old Mountjoy,Squirrel,Grey squirrel,1,2,4,spring,2015,09:47:00,05:57,19:04,3.82
Portglenone,Squirrel,Grey squirrel,1,21,4,spring,2015,09:51:00,05:10,19:41,4.67
Ballinarees,Squirrel,Grey squirrel,1,16,4,spring,2015,09:51:00,05:22,19:31,4.47
Slantry,Squirrel,Grey squirrel,1,7,4,spring,2015,09:53:00,05:44,19:14,4.13
Favour Royal,Squirrel,Red squirrel,1,22,4,spring,2015,09:53:22,05:08,19:43,4.73
Favour Royal,Squirrel,Red squirrel,1,23,4,spring,2015,09:54:04,05:06,19:44,4.78
Favour Royal,Squirrel,Red squirrel,1,21,4,spring,2015,09:57:41,05:10,19:41,4.77
seskinore,Squirrel,Grey squirrel,1,16,4,spring,2015,09:58:00,05:22,19:31,4.58
Aghavoory,Squirrel,Red squirrel,1,16,4,spring,2015,09:58:00,05:22,19:31,4.58
Favour Royal,Squirrel,Red squirrel,1,23,4,spring,2015,10:00:25,05:06,19:44,4.9
Davagh 3,Fox,Fox,1,1,4,spring,2015,10:00:30,05:59,19:02,4
Alderwood ,Squirrel,Red squirrel,1,17,4,spring,2015,10:00:53,05:20,19:33,4.67
Oxford island,Squirrel,Grey squirrel,1,2,4,spring,2015,10:01:00,05:57,19:04,4.05
Aghavoory,Squirrel,Red squirrel,1,18,4,spring,2015,10:03:00,05:17,19:35,4.75
Corcloghy,Squirrel,Red squirrel,1,23,4,spring,2015,10:04:00,05:06,19:44,4.95
Favour Royal,Squirrel,Red squirrel,1,17,4,spring,2015,10:04:02,05:20,19:33,4.72
Favour Royal,Squirrel,Red squirrel,1,22,4,spring,2015,10:04:22,05:08,19:43,4.92
Riversdale,Squirrel,Red squirrel,1,30,4,spring,2015,10:07:00,04:50,19:58,5.27
Riversdale,Squirrel,Red squirrel,1,30,4,spring,2015,10:07:20,04:50,19:58,5.27
Aghavoory,Squirrel,Red squirrel,1,23,4,spring,2015,10:08:00,05:06,19:44,5.02
Aghavoory,Squirrel,Red squirrel,1,22,4,spring,2015,10:08:00,05:08,19:43,4.98
Portglenone,Squirrel,Grey squirrel,1,20,4,spring,2015,10:09:00,05:13,19:39,4.92
Portglenone,Squirrel,Grey squirrel,1,19,4,spring,2015,10:09:00,05:15,19:37,4.88
Aghavoory,Squirrel,Red squirrel,1,19,4,spring,2015,10:09:00,05:15,19:37,4.88
Oxford island,Squirrel,Grey squirrel,1,6,4,spring,2015,10:09:00,05:47,19:12,4.35
seskinore,Squirrel,Grey squirrel,1,19,4,spring,2015,10:11:00,05:15,19:37,4.92
Oxford island,Squirrel,Grey squirrel,1,4,4,spring,2015,10:11:00,05:52,19:08,4.3
Slantry,Squirrel,Grey squirrel,1,7,4,spring,2015,10:13:00,05:44,19:14,4.47
Alderwood ,Squirrel,Red squirrel,1,20,4,spring,2015,10:14:03,05:13,19:39,5
Aghavoory,Squirrel,Red squirrel,1,17,4,spring,2015,10:15:00,05:20,19:33,4.9
Glenshane,Squirrel,Red squirrel,1,8,4,spring,2015,10:15:00,05:42,19:16,4.53
Favour Royal,Squirrel,Red squirrel,1,21,4,spring,2015,10:16:08,05:10,19:41,5.08
Portglenone,Squirrel,Grey squirrel,1,21,4,spring,2015,10:19:00,05:10,19:41,5.13
seskinore,Squirrel,Grey squirrel,1,20,4,spring,2015,10:19:00,05:13,19:39,5.08
seskinore,Squirrel,Grey squirrel,1,17,4,spring,2015,10:19:00,05:20,19:33,4.97
seskinore,Squirrel,Grey squirrel,1,23,4,spring,2015,10:20:00,05:06,19:44,5.22
seskinore,Squirrel,Grey squirrel,1,16,4,spring,2015,10:22:00,05:22,19:31,4.98
Aghavoory,Squirrel,Red squirrel,1,16,4,spring,2015,10:23:00,05:22,19:31,5
Portglenone,Squirrel,Grey squirrel,1,16,4,spring,2015,10:26:00,05:22,19:31,5.05
Oxford island,Squirrel,Grey squirrel,2,7,4,spring,2015,10:26:00,05:44,19:14,4.68
Oxford island,Squirrel,Grey squirrel,1,5,4,spring,2015,10:27:00,05:49,19:10,4.62
Fews 1,Marten,Pine marten,1,22,4,spring,2015,10:28:41,05:08,19:43,5.33
Aghavoory,Squirrel,Red squirrel,1,21,4,spring,2015,10:29:00,05:10,19:41,5.3
Aghavoory,Squirrel,Red squirrel,1,15,4,spring,2015,10:30:00,05:25,19:29,5.07
Portglenone,Squirrel,Grey squirrel,1,17,4,spring,2015,10:32:00,05:20,19:33,5.18
Favour Royal,Squirrel,Red squirrel,1,18,4,spring,2015,10:32:42,05:17,19:35,5.23
Gortnamoyagh 2,Squirrel,Grey squirrel,1,22,4,spring,2015,10:35:00,05:08,19:43,5.43
Aghavoory,Squirrel,Red squirrel,1,20,4,spring,2015,10:37:00,05:13,19:39,5.38
Alderwood ,Squirrel,Red squirrel,1,19,4,spring,2015,10:38:01,05:15,19:37,5.37
Old Mountjoy,Squirrel,Grey squirrel,1,6,4,spring,2015,10:43:00,05:47,19:12,4.92
Old Mountjoy,Squirrel,Grey squirrel,1,5,4,spring,2015,10:43:00,05:49,19:10,4.88
Oxford island,Squirrel,Grey squirrel,1,8,4,spring,2015,10:44:00,05:42,19:16,5.02
Portglenone,Squirrel,Grey squirrel,1,14,4,spring,2015,10:47:00,05:27,19:27,5.32
seskinore,Squirrel,Grey squirrel,1,18,4,spring,2015,10:49:00,05:17,19:35,5.52
Favour Royal,Squirrel,Red squirrel,1,20,4,spring,2015,10:49:28,05:13,19:39,5.6
Tassagh,Squirrel,Grey squirrel,1,19,4,spring,2015,10:50:58,05:15,19:37,5.58
Favour Royal,Squirrel,Red squirrel,1,19,4,spring,2015,10:53:05,05:15,19:37,5.62
Slantry,Squirrel,Grey squirrel,1,6,4,spring,2015,10:57:00,05:47,19:12,5.15
seskinore,Squirrel,Grey squirrel,1,16,4,spring,2015,11:03:00,05:22,19:31,5.67
Favour Royal,Squirrel,Red squirrel,1,22,4,spring,2015,11:03:49,05:08,19:43,5.92
Aghavoory,Squirrel,Red squirrel,1,20,4,spring,2015,11:04:00,05:13,19:39,5.83
Aghavoory,Squirrel,Red squirrel,1,17,4,spring,2015,11:04:00,05:20,19:33,5.72
Aghavoory,Squirrel,Red squirrel,1,23,4,spring,2015,11:05:00,05:06,19:44,5.97
Old Mountjoy,Squirrel,Grey squirrel,1,5,4,spring,2015,11:05:00,05:49,19:10,5.25
Oxford island,Squirrel,Grey squirrel,1,2,4,spring,2015,11:05:00,05:57,19:04,5.12
Oxford island,Squirrel,Grey squirrel,2,4,4,spring,2015,11:06:00,05:52,19:08,5.22
Ballinarees,Squirrel,Grey squirrel,1,18,4,spring,2015,11:07:00,05:17,19:35,5.82
Favour Royal,Squirrel,Red squirrel,1,18,4,spring,2015,11:07:04,05:17,19:35,5.82
seskinore,Squirrel,Grey squirrel,1,29,4,spring,2015,11:08:00,04:52,19:56,6.25
Aghavoory,Squirrel,Red squirrel,1,21,4,spring,2015,11:09:00,05:10,19:41,5.97
Ballinarees,Squirrel,Grey squirrel,1,15,4,spring,2015,11:09:00,05:25,19:29,5.72
seskinore,Squirrel,Grey squirrel,1,21,4,spring,2015,11:11:00,05:10,19:41,6
Oxford island,Squirrel,Grey squirrel,1,6,4,spring,2015,11:11:00,05:47,19:12,5.38
seskinore,Squirrel,Grey squirrel,1,18,4,spring,2015,11:12:00,05:17,19:35,5.9
Gortnamoyagh 2,Squirrel,Grey squirrel,1,17,4,spring,2015,11:13:00,05:20,19:33,5.87
Drumbanagher,Rabbit,Rabbit,1,19,4,spring,2015,11:14:00,05:15,19:37,5.97
Portglenone,Squirrel,Grey squirrel,1,18,4,spring,2015,11:14:00,05:17,19:35,5.93
Aghavoory,Squirrel,Red squirrel,1,19,4,spring,2015,11:17:00,05:15,19:37,6.02
Aghavoory,Squirrel,Red squirrel,1,16,4,spring,2015,11:18:00,05:22,19:31,5.92
St Patricks well ,Squirrel,Red squirrel,1,16,4,spring,2015,11:19:00,05:22,19:31,5.93
Alderwood ,Squirrel,Red squirrel,1,17,4,spring,2015,11:22:15,05:20,19:33,6.02
Oxford island,Squirrel,Grey squirrel,1,7,4,spring,2015,11:23:00,05:44,19:14,5.63
Portglenone,Squirrel,Grey squirrel,1,20,4,spring,2015,11:26:00,05:13,19:39,6.2
Ballinarees,Squirrel,Grey squirrel,1,13,4,spring,2015,11:26:00,05:29,19:25,5.93
seskinore,Squirrel,Grey squirrel,1,19,4,spring,2015,11:27:00,05:15,19:37,6.18
Alderwood ,Squirrel,Red squirrel,1,22,4,spring,2015,11:28:31,05:08,19:43,6.32
Deriaghy Glen,Squirrel,Grey squirrel,1,3,4,spring,2015,11:29:00,05:54,19:06,5.57
Aghavoory,Squirrel,Red squirrel,1,22,4,spring,2015,11:30:00,05:08,19:43,6.35
Favour Royal,Squirrel,Red squirrel,1,20,4,spring,2015,11:32:01,05:13,19:39,6.3
Portglenone,Squirrel,Grey squirrel,1,16,4,spring,2015,11:36:00,05:22,19:31,6.22
seskinore,Squirrel,Grey squirrel,1,20,4,spring,2015,11:39:00,05:13,19:39,6.42
Moyola,Squirrel,Grey squirrel,1,16,4,spring,2015,11:43:00,05:22,19:31,6.33
Portglenone,Squirrel,Grey squirrel,1,14,4,spring,2015,11:46:00,05:27,19:27,6.3
Gortnamoyagh 2,Squirrel,Grey squirrel,1,18,4,spring,2015,11:48:00,05:17,19:35,6.5
Drumbanagher,Squirrel,Grey squirrel,1,17,4,spring,2015,11:48:00,05:20,19:33,6.45
Fews 1,Marten,Pine marten,1,22,4,spring,2015,11:49:24,05:08,19:43,6.67
Oxford island,Squirrel,Grey squirrel,1,5,4,spring,2015,11:50:00,05:49,19:10,6
Favour Royal,Squirrel,Red squirrel,1,21,4,spring,2015,11:50:59,05:10,19:41,6.67
seskinore,Squirrel,Grey squirrel,1,28,4,spring,2015,11:55:00,04:54,19:54,7
Aghavoory,Squirrel,Red squirrel,1,15,4,spring,2015,11:56:00,05:25,19:29,6.5
Corcloghy,Squirrel,Red squirrel,1,22,4,spring,2015,11:57:00,05:08,19:43,6.8
Aghavoory,Squirrel,Red squirrel,1,18,4,spring,2015,11:58:00,05:17,19:35,6.67
Old Mountjoy,Squirrel,Grey squirrel,1,6,4,spring,2015,11:58:00,05:47,19:12,6.17
Favour Royal,Squirrel,Red squirrel,1,19,4,spring,2015,11:58:55,05:15,19:37,6.72
Aghavoory,Squirrel,Red squirrel,1,23,4,spring,2015,12:01:00,05:06,19:44,7.72
Aghavoory,Squirrel,Red squirrel,2,21,4,spring,2015,12:01:00,05:10,19:41,7.67
Alderwood ,Squirrel,Red squirrel,1,20,4,spring,2015,12:01:02,05:13,19:39,7.63
Favour Royal,Squirrel,Red squirrel,1,19,4,spring,2015,12:02:06,05:15,19:37,7.58
Gortnamoyagh 2,Squirrel,Grey squirrel,1,22,4,spring,2015,12:03:00,05:08,19:43,7.67
Aghavoory,Squirrel,Red squirrel,1,15,4,spring,2015,12:03:00,05:25,19:29,7.43
Aghavoory,Squirrel,Red squirrel,1,22,4,spring,2015,12:04:00,05:08,19:43,7.65
seskinore,Squirrel,Grey squirrel,1,22,4,spring,2015,12:08:00,05:08,19:43,7.58
Aghavoory,Squirrel,Red squirrel,1,18,4,spring,2015,12:08:00,05:17,19:35,7.45
Old Mountjoy,Squirrel,Grey squirrel,1,5,4,spring,2015,12:10:00,05:49,19:10,7
Favour Royal,Squirrel,Red squirrel,1,18,4,spring,2015,12:10:02,05:17,19:35,7.42
Favour Royal,Squirrel,Red squirrel,1,22,4,spring,2015,12:11:12,05:08,19:43,7.52
Portglenone,Squirrel,Grey squirrel,1,18,4,spring,2015,12:12:00,05:17,19:35,7.38
Aghavoory,Squirrel,Red squirrel,1,19,4,spring,2015,12:13:00,05:15,19:37,7.4
Fews 1,Marten,Pine marten,1,16,4,spring,2015,12:13:51,05:22,19:31,7.28
Kilbroney Wood,Squirrel,Red squirrel,1,30,4,spring,2015,12:14:57,04:50,19:58,7.72
Portglenone,Squirrel,Grey squirrel,1,15,4,spring,2015,12:15:00,05:25,19:29,7.23
Oxford island,Squirrel,Grey squirrel,1,5,4,spring,2015,12:17:00,05:49,19:10,6.88
Oxford island,Squirrel,Grey squirrel,2,4,4,spring,2015,12:21:00,05:52,19:08,6.78
Favour Royal,Squirrel,Red squirrel,1,23,4,spring,2015,12:21:29,05:06,19:44,7.38
Portglenone,Squirrel,Grey squirrel,1,17,4,spring,2015,12:22:00,05:20,19:33,7.18
Favour Royal,Squirrel,Red squirrel,1,21,4,spring,2015,12:22:34,05:10,19:41,7.3
Dromantine,Squirrel,Grey squirrel,1,22,4,spring,2015,12:24:00,05:08,19:43,7.32
Aghavoory,Squirrel,Red squirrel,1,17,4,spring,2015,12:25:00,05:20,19:33,7.13
Oxford island,Squirrel,Grey squirrel,1,7,4,spring,2015,12:27:00,05:44,19:14,6.78
Ashmenagh Mtn,Squirrel,Grey squirrel,1,4,4,spring,2015,12:30:00,05:52,19:08,6.63
seskinore,Squirrel,Grey squirrel,1,19,4,spring,2015,12:33:00,05:15,19:37,7.07
Ashmenagh Mtn,Squirrel,Red squirrel,1,8,4,spring,2015,12:41:00,05:42,19:16,6.58
Old Mountjoy,Squirrel,Grey squirrel,1,7,4,spring,2015,12:41:00,05:44,19:14,6.55
seskinore,Squirrel,Grey squirrel,1,26,4,spring,2015,12:44:00,04:59,19:50,7.1
Favour Royal,Squirrel,Red squirrel,1,17,4,spring,2015,12:47:35,05:20,19:33,6.75
Aghavoory,Squirrel,Red squirrel,1,20,4,spring,2015,12:48:00,05:13,19:39,6.85
Portglenone,Squirrel,Grey squirrel,1,16,4,spring,2015,12:49:00,05:22,19:31,6.7
Gortnamoyagh 2,Squirrel,Grey squirrel,1,21,4,spring,2015,12:50:00,05:10,19:41,6.85
Portglenone,Squirrel,Grey squirrel,1,19,4,spring,2015,12:51:00,05:15,19:37,6.77
Aghavoory,Squirrel,Red squirrel,1,14,4,spring,2015,12:51:00,05:27,19:27,6.6
Alderwood ,Squirrel,Red squirrel,1,15,4,spring,2015,12:52:17,05:25,19:29,6.62
St Patricks well ,Squirrel,Red squirrel,1,16,4,spring,2015,12:54:00,05:22,19:31,6.62
Alderwood ,Squirrel,Red squirrel,1,19,4,spring,2015,12:57:25,05:15,19:37,6.65
Aghavoory,Squirrel,Red squirrel,1,18,4,spring,2015,13:01:00,05:17,19:35,6.57
Portglenone,Squirrel,Grey squirrel,1,15,4,spring,2015,13:03:00,05:25,19:29,6.43
Aghavoory,Squirrel,Red squirrel,1,16,4,spring,2015,13:05:00,05:22,19:31,6.43
Favour Royal,Squirrel,Red squirrel,1,20,4,spring,2015,13:05:19,05:13,19:39,6.55
Favour Royal,Squirrel,Red squirrel,1,18,4,spring,2015,13:05:35,05:17,19:35,6.48
Favour Royal,Squirrel,Red squirrel,1,22,4,spring,2015,13:06:12,05:08,19:43,6.6
Aghavoory,Squirrel,Red squirrel,1,15,4,spring,2015,13:07:00,05:25,19:29,6.37
Old Mountjoy,Squirrel,Grey squirrel,1,8,4,spring,2015,13:07:00,05:42,19:16,6.15
seskinore,Squirrel,Grey squirrel,1,15,4,spring,2015,13:09:00,05:25,19:29,6.33
seskinore,Squirrel,Grey squirrel,1,22,4,spring,2015,13:11:00,05:08,19:43,6.53
Aghavoory,Squirrel,Red squirrel,1,22,4,spring,2015,13:11:00,05:08,19:43,6.53
Slantry,Squirrel,Grey squirrel,1,2,4,spring,2015,13:12:00,05:57,19:04,5.87
Fews 1,Marten,Pine marten,1,22,4,spring,2015,13:13:14,05:08,19:43,6.48
Portglenone,Squirrel,Grey squirrel,1,22,4,spring,2015,13:14:00,05:08,19:43,6.48
Ballinarees,Squirrel,Grey squirrel,1,16,4,spring,2015,13:15:00,05:22,19:31,6.27
seskinore,Squirrel,Grey squirrel,1,20,4,spring,2015,13:19:00,05:13,19:39,6.33
Favour Royal,Squirrel,Red squirrel,1,16,4,spring,2015,13:20:30,05:22,19:31,6.17
Aghavoory,Squirrel,Red squirrel,1,21,4,spring,2015,13:21:00,05:10,19:41,6.33
Portglenone,Squirrel,Grey squirrel,1,19,4,spring,2015,13:21:00,05:15,19:37,6.27
Oxford island,Squirrel,Grey squirrel,1,4,4,spring,2015,13:24:00,05:52,19:08,5.73
Ballinarees,Squirrel,Grey squirrel,1,22,4,spring,2015,13:25:00,05:08,19:43,6.3
Portglenone,Squirrel,Grey squirrel,1,21,4,spring,2015,13:25:00,05:10,19:41,6.27
Oxford island,Squirrel,Grey squirrel,2,5,4,spring,2015,13:25:00,05:49,19:10,5.75
seskinore,Squirrel,Grey squirrel,1,24,4,spring,2015,13:28:00,05:03,19:46,6.3
Kilbroney Wood,Squirrel,Red squirrel,1,30,4,spring,2015,13:28:19,04:50,19:58,6.5
seskinore,Squirrel,Grey squirrel,1,16,4,spring,2015,13:29:00,05:22,19:31,6.03
Oxford island,Squirrel,Grey squirrel,1,6,4,spring,2015,13:30:00,05:47,19:12,5.7
Aghavoory,Squirrel,Red squirrel,1,14,4,spring,2015,13:31:00,05:27,19:27,5.93
Oxford island,Squirrel,Grey squirrel,1,7,4,spring,2015,13:34:00,05:44,19:14,5.67
Favour Royal,Squirrel,Red squirrel,1,23,4,spring,2015,13:35:34,05:06,19:44,6.15
Portglenone,Squirrel,Grey squirrel,1,20,4,spring,2015,13:39:00,05:13,19:39,6
Portglenone,Squirrel,Grey squirrel,1,17,4,spring,2015,13:39:00,05:20,19:33,5.9
seskinore,Squirrel,Grey squirrel,1,19,4,spring,2015,13:44:00,05:15,19:37,5.88
Old Mountjoy,Squirrel,Grey squirrel,1,5,4,spring,2015,13:48:00,05:49,19:10,5.37
seskinore,Squirrel,Grey squirrel,2,17,4,spring,2015,13:49:00,05:20,19:33,5.73
Aghavoory,Squirrel,Red squirrel,1,20,4,spring,2015,13:52:00,05:13,19:39,5.78
Alderwood ,Squirrel,Red squirrel,1,17,4,spring,2015,13:52:08,05:20,19:33,5.68
Corcloghy,Squirrel,Red squirrel,1,19,4,spring,2015,13:55:00,05:15,19:37,5.7
Fews 1,Marten,Pine marten,1,16,4,spring,2015,13:58:15,05:22,19:31,5.55
Alderwood ,Squirrel,Red squirrel,1,22,4,spring,2015,13:59:27,05:08,19:43,5.72
Aghavoory,Squirrel,Red squirrel,1,19,4,spring,2015,14:00:00,05:15,19:37,5.62
Alderwood ,Squirrel,Red squirrel,1,22,4,spring,2015,14:00:02,05:08,19:43,5.72
Favour Royal,Squirrel,Red squirrel,1,23,4,spring,2015,14:00:44,05:06,19:44,5.73
Favour Royal,Squirrel,Red squirrel,1,23,4,spring,2015,14:00:46,05:06,19:44,5.73
Portglenone,Squirrel,Grey squirrel,1,15,4,spring,2015,14:01:00,05:25,19:29,5.47
Aghavoory,Squirrel,Red squirrel,1,15,4,spring,2015,14:01:00,05:25,19:29,5.47
Alderwood ,Squirrel,Red squirrel,1,17,4,spring,2015,14:01:27,05:20,19:33,5.52
Aghavoory,Squirrel,Red squirrel,1,23,4,spring,2015,14:02:00,05:06,19:44,5.7
Aghavoory,Squirrel,Red squirrel,1,20,4,spring,2015,14:06:00,05:13,19:39,5.55
Favour Royal,Squirrel,Red squirrel,1,22,4,spring,2015,14:08:02,05:08,19:43,5.58
Portglenone,Squirrel,Grey squirrel,1,20,4,spring,2015,14:09:00,05:13,19:39,5.5
seskinore,Squirrel,Grey squirrel,1,21,4,spring,2015,14:11:00,05:10,19:41,5.5
seskinore,Squirrel,Grey squirrel,1,19,4,spring,2015,14:11:00,05:15,19:37,5.43
Portglenone,Squirrel,Grey squirrel,1,14,4,spring,2015,14:11:00,05:27,19:27,5.27
Ballinarees,Squirrel,Grey squirrel,1,21,4,spring,2015,14:12:00,05:10,19:41,5.48
seskinore,Squirrel,Grey squirrel,1,17,4,spring,2015,14:13:00,05:20,19:33,5.33
Favour Royal,Squirrel,Red squirrel,1,19,4,spring,2015,14:14:58,05:15,19:37,5.37
Oxford island,Squirrel,Grey squirrel,2,4,4,spring,2015,14:16:00,05:52,19:08,4.87
Ashmenagh Mtn,Squirrel,Grey squirrel,1,3,4,spring,2015,14:16:00,05:54,19:06,4.83
Portglenone,Squirrel,Grey squirrel,1,21,4,spring,2015,14:18:00,05:10,19:41,5.38
Alderwood ,Squirrel,Red squirrel,1,16,4,spring,2015,14:18:48,05:22,19:31,5.2
Ashmenagh Mtn,Squirrel,Grey squirrel,1,7,4,spring,2015,14:19:00,05:44,19:14,4.92
Slantry,Squirrel,Grey squirrel,1,6,4,spring,2015,14:20:00,05:47,19:12,4.87
seskinore,Squirrel,Grey squirrel,1,16,4,spring,2015,14:21:00,05:22,19:31,5.17
Alderwood ,Squirrel,Red squirrel,1,21,4,spring,2015,14:21:44,05:10,19:41,5.32
Portglenone,Squirrel,Grey squirrel,1,16,4,spring,2015,14:22:00,05:22,19:31,5.15
Slantry,Squirrel,Grey squirrel,1,4,4,spring,2015,14:23:00,05:52,19:08,4.75
seskinore,Squirrel,Grey squirrel,1,18,4,spring,2015,14:24:00,05:17,19:35,5.18
Ballinarees,Squirrel,Grey squirrel,1,15,4,spring,2015,14:25:00,05:25,19:29,5.07
Oxford island,Squirrel,Grey squirrel,1,5,4,spring,2015,14:25:00,05:49,19:10,4.75
Oxford island,Squirrel,Grey squirrel,1,7,4,spring,2015,14:26:00,05:44,19:14,4.8
Aghavoory,Squirrel,Red squirrel,1,21,4,spring,2015,14:30:00,05:10,19:41,5.18
Favour Royal,Squirrel,Red squirrel,1,21,4,spring,2015,14:31:11,05:10,19:41,5.15
Slantry,Squirrel,Grey squirrel,1,1,4,spring,2015,14:33:00,05:59,19:02,4.48
Ballinarees,Squirrel,Grey squirrel,1,19,4,spring,2015,14:35:00,05:15,19:37,5.03
Portglenone,Squirrel,Grey squirrel,1,18,4,spring,2015,14:37:00,05:17,19:35,4.97
Oxford island,Squirrel,Grey squirrel,2,6,4,spring,2015,14:38:00,05:47,19:12,4.57
